text,score
" Since COVID, Singapore Airlines service has been going down and prices going up, Phnom Penh to Paris which was approximately between 2800 and 3300$ is now around 5 to 6000$. They don't give any more amenity kits or we may have to ask? Also, they do not propose anymore any drinks like Champagne before taking off. The lounge quality is also not like before, I presume Covid is an excuse for everything but we are still paying the price so what? We should accept it I presume. The quality of the company service is clearly going down, I hope they will improve that for going back to their best but before reading that they are I will certainly try another company to see the difference.",0
"  Economy seat was wider compared with other airlines, legroom was bigger - the person sitting in front of me reclined her seat but it was tolerable. Food was excellent: they served bibimbap; scrambled eggs for breakfast were soft and fluffy (really nice). You can ask for snacks such as peanuts and instant noodles (Shin ramen, which can be too spicy for some people). As in most airlines, if you want soda, they do not give you the entire can, but they do give you an entire beer can though. The cabin was clean, and the flight attendants keep the toilets clean during the flight. Not too many choices of films and TV shows but it was not a deal-breaker for me; use your earphones (with one jack) instead of the usual scratchy headphones they give out in most airlines. KAL requires the use of face masks throughout the flight but does not announce this before you board - they should; they do provide face masks to those who did not bring any but it's less of a hassle if passengers knew this requirement during booking or at least during check-in. I was happy enough with this flight and will book with KAL in future.",1
"  Copenhagen to Mumbai via Doha. For the CPH-DOH leg we were in the older Business Class layout, for the DOH-BOM we had Qsuites. While the Qsuites are outstanding, I think there is something to recommend the older layout, too - it feels more open and and it is very spacious. Inflight service on both the legs was superb. Qatar's (paid) wifi also works well. The Al Mourjan lounge in DOH can get crowded but on this occasion we hit it at a less busy hour. Qatar offers probably the finest onboard Business Class product today. The company has work to do regards customer service and support outside the aircraft.",1
"  We flew Johannesburg to Singapore on SQ479 on July 7th in Business Class and experienced the worst most arrogant crew ever. I travelled with my wife and 2 Daughters (2 and 4 years old) and we were assigned seats 19F and 20D and F. As the seats are very closed, we would have preferred to sit all in one row, so we asked at Check In to be seated in one row, either 19 or 20. They told us it was fully Business Class, but they will leave a note and we can check at the Gate. We did, but the passengers on the window seats did not want to move, which was OK to us as they have been faster than us, so it is OK. Upon closing of the doors, we saw that Seat 20K was free, so I asked the flight attendant if my wife can move then from 19F, so we can sit in one row. She said this is a cockpit seat and she needs to check with the pilot. Upon departure she came back and told us that the pilot does not want to change the seat to 19F or 21K. Really? A pilot who used this seat for 30 minutes does not want to move one row back to let a family with 2 Kids sit in one row? Maybe SQ needs to inform pilots who is paying their high salary.",0
"  Athens to Shanghai via Doha. I could not check in online for my trip to Shanghai, I tried multiple times within 36 hours of the flight, and I had successfully checked in online for my outgoing flight Shanghai-Athens. The website stated ""sorry, we could not check you in at this time, please try again later"". Not being able to check in online, I had to wait for 45 minutes at check in, where I was told that I had to pay extra for the 3 kg over the 30 kg baggage allowance, at 45 euros per kg. After removing 2.5 kg from the luggage and putting it in my carry on, I was told I had to pay for the extra 0.5 kg. I had a very tight connection at Doha, part of it scheduled, part of it because the flight arrived late and they bussed us to the terminal. I rushed to my connecting flight and I made it, but my luggage did not. I filed a delayed luggage report at in Shanghai. The suitcase came with the next day's flight but it was delivered 8-9 hours after the flight arrived.  On board the service was good, the F&B average, inflight entertainment good, but they don't make up for the above points.",0
  The SQ system can almost never get mileage accrual nor ticket changes right. I have called them 29 times in the last 12 months and the contact number has an average waiting time of just over 1 hour.  I wasted so much time with them on the line. The service has been downgraded so much. Most amenities are gone. My food was of very low quality and Book the chef is mostly not available (even if they claim they are on the website).,0
"  Tokyo Narita to Sydney. My first issue arose when attempting to check-in online within the prescribed period. The JAL system would not allow me to complete check-in, advising I had to contact my travel agent. This was bizarre, as my ticket was purchased from JAL direct! At Narita Airport I was directed to the Premium Economy check-in. When I presented myself at the counter to which I was directed, the staff  told me they were closed, and took me to another counter which was also closed! Staff subsequently turned up and completed my check-in, however, the check-in process was disorganised. Flight departed on schedule. Food quality was of a poor standard. I had expected better from JAL when departing from their home base. I had also expected to find some typical Japanese dishes on the menu, but they were absent. Flight was not comfortable, as the crew had the climate turned up and it was way too hot and made it too uncomfortable to sleep. Most passengers in PE were visibily hot, as people removed all but necessary clothing and didn't use the aircraft blankets - requests for reduction in cabin temperature were ignored. Initially I presumed that to acclimatise us to the colder weather in Sydney they would reduce cabin temperature as we approached Sydney, the ambient temperature in Sydney being 6C. However, this was not the case. I was still sweating when I left the terminal and went into the open air. Flight arrived on schedule, however, disembarkation was very slow to be implemented and seemed disorganised. I understand that First and Business Class have priority, however, there was a long delay to allow others to disembark after all the First and Business class passengers had long since disappeared into the terminal. Overall, not a pleasant experience on this flight with JAL. On the basis of this flight, I could not recommend JAL to others.",0
" SQ25, JFK-FRA, in Business. Check in Counter, did not know how to put a Final Destination on my luggage, and instead insisted that it go to FRA, and get rechecked in. Finally a supervisor came over, and showed them how to put my luggage through. Virgin Lounge was nice and comfortable, although few available meal options. Boarding was fast easy, crew came around to take orders, and offer me a blanket. Slim menu choices, with no Don Perignon, but as we are in COVID, I accepted what was offered. Seat was extremely spacious, and comfortable. IFE was a disaster. I have been flying with Singapore Airlines since 2008, and 24 November's Flight was a appallingly horrific turnaround from what I've previously experienced. Difficult to use as well. Landed in FRA, and proceeded to next flight. Can't wait to fly Singapore Airlines Business Class again, but on a longer route, and hopefully out of COVID.",1
"  London to Bangkok via Istanbul. I traveled with Turkish Airlines on business class back to Bangkok. The check-in was fast as there weren't any queue and the staff work very professionally. i received a priority pass at the security. The airport is huge so I need sometime to walk to the gate. I visited the United Airlines lounge near the gate which was large, modern, clean, had friendly staff and had wide selection of food and drinks. After staying in the lounge I headed to the gate early like it said on the time board but I had to wait at the gate very long and the queue as disorganized and passenger both business and economy were held for another half an hour before boarding. After boarding, I got welcomed by the crew handed out a welcome drink and a menu for lunch. The seat was fully flat, modern and comfortable but the remote control was old and the distance to the magazines was unacceptable and the storage areas was poor. The flight was delayed as the traffic at Heathrow was bad. The in-flight entertainment system which had wide selection of movies, TV programs and many more. The meal was served an hour after takeoff, the food made up of Turkish food which was nice but it tasteless and the option in the menu was poor. The toilet was clean and modern. The flight arrived on time in Istanbul. The airport was crowded, old and had lack of renovation. Fortunately, I had an access to the lounge which was large,clean but crowded, lack of food options and seats. I spent and hour before head to the gate for my flight to Bangkok. The airport was huge and I nearly missed the priority boarding as the time board show the gate late. The service and facilities was the same as the previous flight but the seat included the amenity kit which is really useful on this 10 hour flight. The crew weren't friendly on this flight and not motivated. The flight arrived in Bangkok in the afternoon on the next day on time. I received another priority pass to went through the passport control. My bag arrived on time also. Overall, the airline itself had a good service and business class facilities but the crew should be more friendly and the airport issues should be fixed.",0
  The flight from BNE to DOH in November 2022 was very pleasant in QSuite and with an amazing staff and great food. I was very happy. The flight from DOH to ZRH on the other hand was on a very old plane and staff didn't seem motivated. My Virgin Australia flight from MEL to BNE got cancelled and Qatar did give me the choice to go without that leg or cancel the entire flight. I had to organise the rebooking myself and they kept sending me e-mails about cancelled flights which every time I had to investigate to find out that there were no cancellations. The Customer service of Qatar ignored my complaint and did not respond.,0
"  Hong Kong to Singapore. I found the Cathay proposition to provide excellent value, 10k miles redemption for a 4 hour flight. Ground check-in was seamless, zero queues. Seats in economy certainly are average, but I'm sure I've had it worse with some other airlines. I was comfortable enough to sleep for 3 hours on this flight and the only remaining time awake was meal time. IFE had a vast selection of options and these were new systems installed on the slightly older planes. They still offer some of the widest and most varied destinations coupled with reasonably good service. Not the best, but good enough for what I paid.",1
"  Avoid AF if at all possible. Arrogant & rude cabin crew and the worst food I’ve ever received in the class of flight. Starting point was the cabin wasn’t fully ready even when the aircraft doors were closed ready for push back. Finally offered a welcome drink and I requested a Perrier Water but it never arrived and was later informed that, on the French national carrier, there wasn’t any. Dinner arrived and was so poor in terms of quality that I opted for some packet biscuits & chocolate. Wouldn’t have said no to some crisps but guess what - there were none. Took for ever to get a cup of mint tea after the ‘dinner’ service as all bar one of the crew disappeared. The best that can be said about the breakfast meal is that at least the fruit was edible - just. At least the seat became a full flat bed but my advice is avoid Air France.",0
  Poor customer service and they just don’t care. Flew JFK to CDG with no issues but on return trip before entering passport control they made me weigh my carry-on bag which was 12kg. They then made me add my personal item (backpack with computer) to the scale and told me I was overweight and needed to check my bag. Very rude and unprofessional. Charged me €50 to check a carry on size bag that has been all around the world on dozens of airlines. Will not fly Air France again and neither should you!,0
  Chicago to Manila via Hong Kong. Worst flight experience. My boyfriend and I were thrown up on by a toddler sitting behind us for the last 7 hours of our 16 hour flight. When I asked if we could move seats we were told no because the available seats cost more than the seats we paid to fly in. In what world is it acceptable to expect a customer to sit in front of a child getting sick for 7 hours when there are other available seats? I was told I would be contacted after our flight by customer service regarding this matter and still have not received a call. I’ve sent 3 emails and sat on hold for an hour trying to speak to someone. Finally got through to an agent just to be told someone from customer service would call me back.,0
" This review is with respect to the second leg of my journey from Doha to Munich. Considering an international 3hr 20  mins flight, Qatar Airways should have provided a better aircraft than the A320. The flight was packed with less seating space and difficulty in managing the cabin baggage. I had pre-booked a vegetarian oriental meal, the cottage cheese was quite hard and amount of rice was bare minimum. ",1
"  Seoul to Rome. Check-in staff courteous and helpful, particularly with seat allocation and check-in of baggage through to my ultimate destination. Queue at check-in long so the wait time was quite long. The service by the flight crew was excellent - friendly and courteous. Food choices were good (three mains) but the Korean meal (spicy octopus) was a little too spicy and I would have preferred a bibimbap. The plane was well maintained, clean and fairly new.",1
" Boston to Istanbul on Turkish Airlines. Check-in in Boston was painfully slow but was handled by a rather pleasant agent. Onboard the hard product was showing its age scuffed panels and ripped fabric. As with most of my flights with Turkish the air was stale and the cabin too warm throughout the entire flight. Despite requesting the temperature to be lowered on multiple occasions, the entire journey was made uncomfortable due to the hot cabin. Upon takeoff, it took quite a long time for the service to commence especially considering this was an 11:45 p.m. departure. Dinner was quite tasty and wines and champagne were of decent quality. The seat was comfortable in the flat position but I missed the oversize pillow they used to provide with the bedding which was replaced by a regular size, small pillow you would find in economy. Breakfast had lots of choices but the hot entree was poorly prepared. The biggest let down was the coffee which was warm at best. I had not flown with TK for almost a year and the decline in quality was evident. The washrooms were dirty and the staff, despite being friendly, were inefficient in the way they looked after the passengers. The IFE had a good selection but I opted for sleep instead. The flight left and arrived on time but the new airport in Istanbul meant a very long taxi to the gate. It took another 30 minutes waiting for the doors to open as the jet bridges could not be attached and the aircraft had to be moved into position manually. Overall, I am likely to take TK again but will look for alternatives as there are much better options out there for business class.",1
"  Paris to Tokyo Haneda. Firstly, the check-in counter in terminal 2E replaced the humans by machines. I’m not against that organisation. But It was completely jam packed, disorganised with just 5 or 6 assistant  for nearly a thousand passengers. There were a dozen flights that took off at the same time than the one I flew on, so you can imagine the situation in the check-in area with no other special dispositions. Secondly, concerning the in-flight experience, the seat was ok : legroom was correct, in the average. However the catering was just revolting, even if I was in economy class, I expect a minimum quality and respect in passenger services : this is a total fail for Air France. Actually plane foods are not very tasty, but for instance on 5 star airlines such ANA I was able to finish my plate, as you may imagine, this wasn’t the case at all this time. Regarding the entertainment system, it’s easy to navigate in it, the response is ok even if the touch sensibility is not really good. The bad point is on the movie selection which is very poor, not on its quantity but on its quality (again). I won’t say a comment on the cabin attendant because the service quality can widely differ between them, maybe a part of the french charm. All in all, I didn’t fly on Air France for nearly 10 years, and it was a mistake to try again. The new ads and commercials are far from the true quality, and are just a marketing strategy for an airline which is sinking. ",0
"  Melbourne to Singapore. Boarding was efficient and strictly adhered too which was great especially when some passengers tried to barge in. Economy is quite tight especially when the person in front reclines immediately for the whole flight. You have to recline yourself then otherwise your screen is right in your face. Was surprised not to get hot towels before take off and before landing. I guess cost cutting? No big deal but it used to be a nice touch. The toilets were kept clean with toothbrushes/paste sets in there, lotions ... that’s always nice. The flight attendants were run off their feet on this full flight but were still charming and sweet. The food probably was not as nice as my previous flights with them, the snack was awful. Again, its economy and expectations are never high. My advice is to bring your own snacks. Entertainment options were very good and we arrived in Singapore early too. I love SQs efficiency and reliability, friendly FAs and cleanliness.",1
  Kuala Lumpur to Singapore. It’s still good and worthy for 45mins flight. They couldn’t serve meal but it’s acceptable since the flight is very short and the drink was quite good and definitely choose SIA again and there’s no regret at all for this very short trip. Thanks SIA.,1
  New York to Trivandrum via Dubai. Flight was delayed by 3hrs and the cabin crew was unfriendly. I travelled with a 3yr old and they never offered any kids friendly items in flight. We ordered Vegetarian and Hindu veg meals. Vegetarian was a little better than Hindu veg meals but wouldn’t say good. Flight attendants did not respond to assistance call button from seat. Before the flight started for landing they started collecting the blankets and ear phones back.,0
  Worst airline ever. Staff rude and arrogant. The service is really bad. The attitude of staff on the ground and flight crew was really bad. I asked for a coke in business class and was given a drink with a sour attitude. No snacks or drinks served between meals and nothing available in business class. No business class lounge or arrangements for passengers. This was the worst business class flight. Do not waste your money.,0
"  Mumbai to Antalya via Istanbul. Without explanation my ticket was changed. Got SMS and mail: My stopover would become suddenly six hours in Istanbul instead of two hours. There were several other flights from Istanbul to Antalya that would give me less delay. Had to call them, and the answer. You can cancel your ticket or you have to live with 6 hours stopover. No choice as such. No explanation either. That was already a very disappointing experience, even more since I am Elite Plus Frequent flyer with them. Send a complaint. It ok their customer service 4 weeks to come up with a nonsense answer. In the meantime they changed another leg of this ticket as well. Conclusion: No customer service. Long delay without explanation (and there were alternative flights available). Totally non interested staff at airport, online and on the telephone. Even though being a Elite Plus and Turkish Airlines, starting from today other airlines..",0
"  The first leg of this flight was on the A380 and the second was on a Boeing 787. The A380 was full booked and it’s a remarkable aircraft. Food was terrible on both flights. On the second flight I was starving and was disappointed when all I was given as my first meal was a sandwich. Then the breakfast was inedible. The crew on the flight didn’t seem to get on with each other. Rather unprofessional. Wi-Fi didn’t work. In flight entertainment is superb, credit where credit is due. Wasn’t impressed with Qatar on my last couple of flights.",0
"  Great service and food.  Flight attendants helpful. Got my special meal with gluten free buns. Had dinner in a 2 hour flight, and 2 meals on a long 13 hour flight.",1
"  For several days now I have been trying to reach JAL customer service to amend my return travel dates but have not succeeded. I called on different days and at different times. On every occasion, I was put on hold by the recorder for almost 2 hours where I was so frustrated and angry that I couldn't wait any longer. I am a Skyteam member and I chose JAL from many other carriers thinking that they are major airlines with customer service awareness and reliable after-sales support. However, It seems that I was totally wrong and disappointed. I would not recommend JAL to anyone with a flexible flying schedule as they will be disappointed as I was.",0
"  Dubai to Los Angeles. The service was very poor, the crew inattentive and unfriendly. The food ran out, the cabin was not cleaned, the wait time at check in was very long and only two staff were deployed.",0
"  I would like to extend my deepest appreciation for Qatar Airways during these tumultuous times. I am a graduate student that is bound to fly home after the completion of my studies. Firstly, the price of the flight was very affordable,  I paid less than 500usd for this flight. Qatar Airways allowed unlimited changes to flight schedule without any extra fees or charges (with some terms). I made 3 changes to my flights and they were all done via the phone to the customer service hotline, which was accessible.  The flight attendents, food served and comfort of the flight was unparalleled. There is nothing for me to complain about. I only have nice words to say about this recent flight home to Singapore. There is no doubt that I think Qatar Airways is deserving of being the top airline. I want to make a special mention of thanks to customer service officer, Andrew (I hope i got your name right) who was empathetic of my 10 hour layover in Doha and gave me options of a lounge. He was empathetic and his professionalism and friendly demeanor an asset to Qatar.",1
"  The leg space is above average, and is pretty comfortable. The cabin crew were nice and attentive. The ICE entertainment was great with a big screen, and various options to look for. The food though was okay, not that good but not bad either. I am okay with it as long as it is edible. The snacks that came along with the food were good. There is also free 10MB wifi which was good enough for me to send a text. Generally, I enjoyed my first time flying with Emirates. Not to forget, the cost of the tickets was reasonable. Kuala Lumpur - Dubai - Casablanca and return for approximately 500 Euros, which is not bad at all.",1
" Sydney to London via Hong Kong. ""What has happened to Cathay??"" How can a traditional high standard service provider come apart so easily? We have been decade long supporters of this airline flying up to twice a year, both regionally and long haul and we notice standards are clearly falling. Early 2018 for the first time we lost a day in Taipei trying to correct Cathay's internal fight scheduling system error on a reserved return flight from Taipei to Sydney to ensure we actually had a return flight. Separately and for the first time we were bumped off a longstanding confirmed mid morning departure (no explanation) Sydney to London into a much earlier flight which caused us ongoing difficulties. Also don't expect much at Gatwick Airport Departures because there is next to nothing by way of assistance. To add insult to injury the airline has recently changed the Economy Reservations process where you now have to pay for a more expensive ticket to continue to reserve your seat with them which represents a sizeable fare increase for many clients and something their cheaper direct rivals simply dont do. They say that you can wait up until 48 hours before departure to apply for a seat on the lower fare but most if not all flights are fully booked well ahead these days so thats just word games for people wanting certainty and anyone who travels knows it. As a rule we already pay more to fly Cathay so the recent seat reservation initiative by them represents no more than a thinly disguised grab for additional revenue and is a very unfortunate decision by them.",0
  Sydney to London via Singapore. The service by Singapore Airlines was amazing from start to finish. Check in staff were friendly and helpful. On both flights the cabin crew were attentive and friendly. Food was good and there was a reasonable amount of entertainment to watch on the large personal screens.,1
"  Cape Town to Singapore via Johannesburg. Friendly crew and fantastic service. The flight was 98% pax loading and cabin crew were really busy attending to passengers' needs. However, they remained professional and attentive. They are so nice and friendly. New aircraft, nice inflight entertainment system, delicious food, ample amenities in the toilets. Will definitely fly with them again.",1
"  Following an incident of the flight being moved to the next day (which can happen and was an uncontrollable unfortunate incident). But, what was controllable, was the level of customer service. No customer should be told that they cannot rebook with another airline after an airline has breached they ticket contract or else they would not receive a hotel voucher. I believe this is the era of choice? The customer doesn’t put themselves in the unfortunate position of an airline being in breach of their airline ticket. And should a customer then choose another airline to reach their destination, the airline should know that the customer did not choose to have to rebook a flight. Nevertheless, the flight a customer chooses should be entirely up to them, given the option. Emirates should never try to hold people hostage after they mess up!  Customers should never be ridiculed for not choosing an airline they no longer trust. Emirates needs a serious training of their staff on customer service, or simply just learn the term, because what I experienced should just not be an experience anyone goes through.",0
"  Houston to Jakarta via Taipei. Having flown EVA Air to Jakarta in May and having had such a wonderful experience, I decided to try them once again on the same trip. I had round trip on EVA Air to Jakarta in mid November for two weeks. This time the flight left around 40 minutes past midnight from Houston. The checking in and boarding was a flawless experience. My flight to Taipei was excellent and I experienced no issues whatsoever. I am really a very laid back person and do not bother the attendants unless I have to. During this flight there were a few people around me that made extensive use of the flight attendants and as always they are just very customer service focused and seemed fine with all the passenger issues they had to deal with. As before meal service was excellent as were the choices of meals and the quantity of food in economy. The seat was comfortable and I was able to sleep fine during the flight. The bathrooms, spotless, its actually quite amazing in an airplane with these many people for 16 hours plus.",1
"  Dubai to Chicago. Emirates used to be a great airline, as much as I am flying with it the more disappointments I face recently. The staff is with attitude, customer care representatives cant even help. Called before check in to reserve window seat, the lady did mistake and put me where she felt like. Next time I called the customer care to book the seat next to the window after 30 mins since check in started they telling me that there is no seats - like seriously the price is so not worth of the service we receive.",0
"  I had a bad experience with Emirates customer service before in the past and it didn't change. I thought this was a good airline and happily purchased an unaccompanied minor ticket for my son which was expensive already at over 1700$. I gave all required information for pick up etc. to the airline and they assured me that they have all info. Unfortunately, on my sons flying date they needed more info (which they never informed me about) and tried to call me but never reached me and just didn't board my son. The next day I complained about this treatment and was forced to pay another 500$ to no fault of mine. They said I could get the money back through customer service. I did complain and stated my case but I only received an unfriendly rejection. Therefore this ticket cost me 2300$ which is higher than any other airline. In addition, my sons next day flight got delayed so that he missed the connection in Dubai due to Emirates fault. He had to spend the night at the airport to finally arrive another day later! This unprofessional treatment with poor customer service and delays is unacceptable. Last year I used Lufthansa with my son and no surprises/ unfair increase of rates/ no delays/ no problems- What a difference! ",0
"  Bangkok to Warsaw via Doha. Qatar Airways keeps standard at the highest level. The seat arrangement is most comfortable among all business classes (1+2+1 for the aircraft I flew) and service reminds of a high class restaurant due to small but important details. Serving drinks in dedicated glassware instead of one uniform glass, food served on china plates instead of plastic trays, engaged and helpful staff, high quality cosmetics (maybe except of Armani sets handed out previously). The bar in A380 helps to relax and and socialize with fellow passengers. Cons: only a few business lounges so outside of Qatar it's difficult to have true Qatar Airways experience before taking off. Taking alcohol off view during Ramadan shouldn't be the case in the international air territory in a plane full of all the races.",1
"  
Bangkok to Amsterdam via Istanbul. Delay on departure has been an unavoidable case for many airlines nowadays. Istanbul ground / boarding service was rather flat. There were no separate boarding between Economy and Business class, weird. Boarding to an A330-300 using bus feeder is one more thing that you have to bear at Ataturk airport. I have no idea how to board when the winter comes. But Turkish Airlines still an option to fly in BC with affordable fare.",1
" Short flight from Paris to London and so expectations were not very high. As expected, on a short flight like this, there was no in-flight entertainment. The seats were 3+3 and leg room was not very good. The boarding in CDG was very slow with long queues building up on the skybridge. Part of the problem was with passengers carrying bulky kitchen sink-like ""hand"" luggage. The airline should enforce the standard rules on bulky and heavy hand luggage. I had to stow my modest 4Kg ""Cabin Max"" bag under the seat! The snack and drink were adequate for the short flight.",1
  Dubai to Johannesburg. Absolute horrific customer service. As I approved I informed the lady I’m flying to Johannesburg and the count will close soon. (20 minutes) she said it’s fine I need to wait in the queue. of about 19/20 counters there was one person working. There was about 9 passengers in front of me. I waited as told. When I reached the counter finally the lady told me I missed my check in (by 5 minutes) as I was waiting. She refused to help or assist and told me I need to speak to another counter. The manager that he is just said I need to rebook and it’s not his problem. As I booked my flight through a third party (my fault) and was checked in already I lost both my flights as I was a no show. This cost me AED 4500 roughly. Emirates has really lost its wow factor with ground staff attitudes. Might as well be all automatic as they will be more pleasant. Most horrible and very expensive experience. I understand I should have come earlier.,0
"  London Heathrow to Hong Kong, sat near the back (seat 68C), in general, good service. Food of a good standard but the crew were less than enthusiastic about offering me a second beer (they said they had run out). Seat fairly comfortable, IFE good, although the outside camera function wasn't great quality. Despite being a five-year-old aircraft the Boeing 777 seems quite dated inside, especially in comparison to the A350-900 which is amazing. Departed over two hours late due to engineering issues - no air con on boarding, so we stewed until the doors were opened to allow some airflow. Managed to make up about 45 mins en route.",1
"  The First Suite has a lot of space and a lot of gadgets, and some fellow travelers might be impressed. I was rather disappointed by the outline and design of the suite. The bed is not in the direction of the travel, but across the suite. It is narrow and very hard. If the bed is in the non-sleeping position, then it just hangs at the wall to the next suite like a white chunk of wood. In order to dine from the table one has to turn the chair towards the aisle, or towards the fellow traveller in the opposite suite (which is not very private, when, as in my case, the door does not close properly). On both legs to and from Sydney there were technical issues in the suite: either the door could not be closed properly, or the entertainment system did not work at all, or not properly, the seat belt did not fit into the mattress, etc. To add as well, that Singapore Airlines seems to have cut the quality and diversity of the food and wine on offer. Only the Caviar was nicely presented and met the quality standard of First Class food. (On my way to Singapore I have enjoyed Swiss and their First Class product. For a frequent traveller their product was First Class all over, (only with the exception of the bathroom). ",1
"  Been flying between Inda and US for the past 20 years. I am a platinum Etihad, Gold Emirates & Singapore-Kris. Booked on Qatar Airways due to availability (all others cancelled due to COVID bans). First time on Qatar. Very happy to be on a Qatar Airways  flight. In flight service is great. Food is excellent. Doha is a very clean and convenient transfer point. Kids too felt very comfortable. I will definitely fly Qatar Airways.",1
"  Gatwick to Manila via Hong Kong. Arrived at Gatwick and headed straight to check in, just one person in front of me, after a minute I was greeted by charming check in staff. There is still no oneworld lounge so went to No 2 lounge, it is OK. Boarded to seat `17A and settled in with a glass of champagne and warm nuts, the flight was quite full. Took off 10 minutes late but arrived on time in Hong Kong, the flight was comfortable and just laid down to watch TV as I was not tired. Food is very good, just the right amount. At HKG had a quick coffee and went to catch my next flight, Boeing 777, a pleasant flight but arrived 10 minutes late. The notable difference between A350 and Boeing 777 are: No wifi on B777, you can watch tv prior to taking off and landing on the A350, substantially quieter and superior air ventilation compare to B777. And far easier for me to get to Gatwick then to Heathrow Airport.",1
" Istanbul to Manila. Flying business class for me firstly means I will have a seat which lays flat and more personal space on my long haul travels, along with good food, drink and that certain feeling of being made important, so flying Turkish Airlines for the first time i wondered how they would rate against other carriers? Upon boarding my seat was pointed out to me, I had been settled for 15 minutes before any cabin crew made contact, when I was offered a pre flight drink, orange, lemon mint or water. I requested champagne, and waited another 5 minutes for this to arrive, albeit a very small measure. Flight under way and I was given a handful of menus, for dinner, drinks, wine list and a pre breakfast menu, again I choose champagne as my choice of drink, again I was presented with a small measure. Meal served and what a total disappointment - it looked good if it was colour and presentation you were looking for, and to be honest it was no more than an economy meal served on china. I had to ask for bread as this wasn't offered. Taste wise it was bland, and small in portion and I am unsure as to what purpose a tacky so called candle added to the experience. The toilets had me wondering, there were two in business class yet both were completely different designs, again both resembled what i would expect in economy. Seat was good, pretty run of the mill, IFE, dreadful choice of films & TV, no blockbuster films one would expect. I wanted Turkish Arlines to be good, sorry to say they are not, they are way behind other carriers on the Manila route, way behind other carriers on long haul routes, its certainly a case of running before they can walk.",0
"  I had expected the Q-Suites and to my surprise flew a very outdated Boeing 777-300ER. The seats look old and very outdated. I would rate this business class experience one of the poorest I have experienced in recent years. There is zero privacy, almost no storage space. To make matters worse - when I boarded the aircraft and saw this business class cabin I told the cabin chief that I expected QSuites and he began arguing that this flight doesn’t have QSuites - a few minutes later I was told that this was a mistake and that the aircraft was changed. While Qatar has won the Best Business class award  I would bet that those that voted for it did not see or experience this outdated and bad product.",0
" Always loved Singapore Airlines and flew them in all classes many many times. On this occasion flew them on a night flight from Frankfurt to Singapore. Aircraft got switched from an A350 onto A380 on the day and generally that is a great thing, as always love an A380. However my bulk head seat was not the same/good option as it was on the A350. A380 Business Class bed is rather hard, so not the most comfortable to sleep in. In that regard prefer the A350/777 and the older A380s much more! I ordered a Gluten free meal and unfortunately the dinner main was pretty much inedible. Which is a shame. Breakfast was fine however. Service and crew were excellent as usual.",1
" We bought 3 round trip tickets from Cluj-Napoca to Lisbon with Turkish Airlines. Our flight from Cluj-Napoca to Lisbon (via Istanbul) got cancelled and we were informed by the airline through our travel agent in the evening before departure (we were supposed to take off next morning). We were going on a family holiday (with our 4 year old son). The cancellation wasn't followed by any alternative from the airline, we had to pursue the airline to come up with a solution but they stated that they had none, Turkish refused to transfer our tickets to another available airline, when we said that we would eventually agree to take their next available flight they refused to pay for accommodation (on this flight the stop over would have been 14/15 hrs). Turkish also stated that if we decide to use the return trip with Turkish we wouldn't get any refund at all. Basically we have lost 3 days of our holiday, 2 nights of our already booked and paid accommodation, travel insurance and we have had to pay an extra 1000 euro on a last minute booking for 3 new tickets with another airline. I would not recommend this service to anyone.",0
" Phuket to Copenhagen via Doha with Qatar Airways. Despite cut backs onboard in the recent years, service level and overall product still top notch. Service from cabin crew amazing at all times and food standard very high. Beverage choice also outstanding. Thai Airways Lounge in HKT an absolute disgrace, but not the fault of Qatar Airways. Also lounge in CPH on outbound extremely basic and a lot left to be desired. Al Mourjan Lounge in DOH still magnificent. Overall an absolute joy and would fly with them any day as a first choice.",1
"  The food and service in business class was horrible. For the dinner flight we were served a tasteless, overcooked and fatty piece of pork and the next morning the staff on the left side of the aircraft failed to serve several business class passengers, including me, our breakfast! Instead they stood in the front of the section talking to people and then cleaning up their trays before the rest of us had even been served! During the flight they never came around offering us any water. We had to go the galley and request it. ",0
"  Perth to Prague via Dubai with Emirates on Qantas tickets to get the QF points and status credits. We always work this way. Typical Emirates business class, that is to say pretty much as good as you can get. The A380 from Perth to Dubai was a very early model and starting to show its age, but still everything was up to standard and sleep was easy. New Perth lounge does get a bit crowded when the A380 is leaving and lack of pyjamas on overnight flight a minor issue, but still would not fly with anyone else to Europe.",1
"  This flight from Haneda to Kansai was very good. From boarding to leaving the plane, I felt welcome from the crew members and the ground staff. The airport facilities in Haneda are very convenient for me to use: I can check my baggage and get my paper boarding pass by using check-in machines. Drinks and the in-flight magazine were enough for a flight that was less than one hour. Next time I will choose ANA for my domestic trip in Japan.",1
